남녀공용화장실여부,남성용_대변기수,남성용_소변기수,여성용_대변기수
N,0,1,1
N,1,1,1
N,1,1,1
N,0,1,1
N,1,2,2
N,1,1,2
N,2,5,4
N,8,8,10
N,2,3,6
N,2,3,6
N,2,5,4
N,3,4,5
N,5,5,8
N,5,8,9
N,3,6,4
N,2,3,7
N,2,3,3
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,2,5,4
N,2,5,4
N,2,2,3
N,1,3,2
N,1,1,1
N,1,2,3
N,0,0,3
N,2,2,0
N,3,4,4
N,1,1,1
N,1,1,3
N,0,1,1
N,1,1,1
N,2,6,8
N,1,3,5
N,0,2,4
N,2,0,2
Y,1,2,2
N,1,1,1
N,1,1,1
N,1,1,1
N,3,5,3
Y,1,0,0
N,1,1,1
N,1,1,2
N,2,3,4
N,1,1,2
N,3,3,7
N,1,1,1
Y,1,1,2
N,1,1,1
N,1,1,1
N,1,1,1
N,2,3,5
Y,1,1,1
N,2,2,3
N,2,2,3
N,1,2,3
N,1,1,0
N,1,1,0
N,2,2,2
Y,1,0,0
N,1,2,3
N,1,1,1
N,2,2,4
N,2,2,4
N,1,0,1
N,2,1,2
N,1,2,3
N,9,4,8
N,1,1,1
N,1,1,2
N,1,1,1
N,1,1,1
N,0,2,1
N,2,3,4
N,2,3,4
Y,1,1,0
N,2,3,4
Y,1,1,0
Y,1,1,0
N,2,3,3
N,1,0,1
N,1,1,0
Y,1,0,0
N,2,4,5
N,1,2,1
N,1,1,2
Y,1,1,0
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
Y,1,1,0
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
Y,1,1,0
Y,1,1,0
N,1,1,2
N,1,1,2
N,1,1,1
N,1,1,2
N,2,3,3
N,1,2,2
Y,0,2,2
N,5,7,5
N,1,1,2
N,1,0,1
N,1,1,1
N,2,2,3
N,1,1,1
N,1,1,1
N,2,0,0
N,0,1,1
N,1,0,1
N,1,0,1
N,1,0,1
N,1,1,1
Y,1,0,0
N,1,1,1
N,1,1,1
N,1,1,1
N,0,0,2
N,1,2,3
N,4,7,2
N,1,1,0
N,1,0,1
N,1,2,2
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,2,0,2
N,2,0,2
N,2,0,2
N,1,1,1
N,1,0,1
N,1,1,1
N,3,5,4
N,1,1,1
N,1,1,1
N,1,1,2
N,2,1,2
N,3,2,8
N,3,6,5
N,1,1,1
N,1,1,1
N,1,1,0
N,1,1,0
N,1,1,1
N,3,5,6
N,3,4,7
N,1,1,2
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,2,4
N,2,2,4
N,1,1,2
N,2,4,5
N,1,0,1
N,1,2,2
N,1,2,2
N,3,4,6
N,5,7,4
N,3,4,6
N,3,6,8
N,6,11,11
N,6,7,8
N,10,7,10
N,2,4,4
N,2,3,4
N,3,4,4
N,1,2,2
N,5,7,8
N,3,3,7
N,3,8,7
N,3,4,7
N,1,3,3
N,2,5,6
N,5,5,6
N,0,0,0
N,3,9,9
N,1,1,2
N,4,3,6
N,1,1,3
N,1,1,3
N,1,1,2
N,1,1,1
N,1,1,1
N,1,1,2
N,1,1,2
N,2,3,5
N,3,4,4
N,2,2,3
N,1,3,2
N,2,2,3
N,2,4,5
N,2,4,6
N,0,0,0
N,1,1,2
N,1,2,3
N,2,2,3
N,1,2,2
N,2,4,3
N,2,3,5
N,1,2,1
Y,1,1,2
Y,1,1,2
Y,1,3,1
Y,1,3,1
N,2,2,2
N,0,3,2
N,1,2,2
N,2,2,3
N,1,4,4
N,4,3,3
N,2,3,2
N,4,6,4
N,4,7,4
N,0,2,1
N,1,4,7
N,2,3,3
N,2,3,3
N,0,14,13
N,0,14,13
N,0,14,13
N,0,14,13
N,2,2,2
N,3,4,6
Y,2,2,0
N,2,3,6
N,2,3,5
N,1,2,3
N,1,2,2
N,2,3,3
N,1,2,3
N,1,2,3
N,2,2,2
N,3,3,6
N,1,2,3
N,2,2,4
N,3,4,4
N,2,3,3
N,2,2,4
N,2,4,5
N,2,4,5
N,1,2,4
N,2,2,2
N,1,1,2
N,2,3,5
N,2,3,5
N,1,1,2
N,1,2,2
Y,0,0,0
N,2,1,2
N,2,2,2
N,1,1,1
N,1,2,2
N,2,3,2
N,8,8,8
N,1,3,1
N,2,2,2
N,2,2,4
N,1,2,1
N,3,2,4
N,3,4,6
N,1,3,4
N,3,2,4
N,2,4,5
N,4,5,8
N,4,4,8
N,3,4,4
N,3,6,4
N,1,3,1
N,2,3,2
Y,0,0,0
Y,0,0,0
N,2,3,3
Y,0,0,0
N,1,1,1
N,1,2,1
N,2,1,2
N,1,2,1
N,0,0,0
Y,0,0,0
N,1,2,2
N,1,1,2
N,1,0,1
Y,0,0,0
N,1,2,1
N,1,2,1
N,1,2,1
Y,0,0,0
N,1,2,2
N,1,1,1
N,0,2,0
N,3,3,3
N,1,0,1
N,2,2,1
N,0,2,0
N,3,4,7
N,4,6,10
N,2,3,2
Y,0,0,0
N,1,1,1
N,3,4,3
N,1,2,1
N,2,2,2
N,1,1,1
Y,0,0,0
N,2,3,4
Y,0,0,0
N,1,2,3
N,2,2,2
N,2,1,2
N,1,2,2
N,2,2,2
N,2,3,2
N,1,2,2
N,1,1,1
N,4,4,7
N,4,5,9
N,4,8,13
N,3,4,7
N,6,10,16
N,3,4,8
N,4,5,8
N,4,5,9
N,4,8,12
Y,0,0,0
N,5,5,5
N,5,5,5
N,5,5,5
N,5,5,5
N,3,3,3
N,3,3,3
N,4,10,0
N,4,10,0
N,4,10,0
N,2,2,2
N,2,3,1
N,2,3,2
N,4,4,3
N,2,3,1
N,2,3,1
N,2,3,1
N,1,1,2
N,1,1,1
N,1,1,1
N,1,2,3
N,1,2,3
N,1,2,3
N,1,1,2
N,1,2,3
N,1,2,3
N,1,2,3
N,1,2,3
N,1,1,2
N,2,1,3
N,4,4,9
N,2,2,4
N,0,0,0
N,2,3,2
N,1,2,1
N,1,2,2
Y,0,0,0
Y,0,0,0
N,0,0,0
N,1,1,1
N,2,4,5
Y,0,0,0
N,1,1,2
Y,0,0,0
N,4,4,2
N,4,3,5
Y,0,0,0
N,2,2,4
N,2,3,3
N,6,7,11
N,12,12,24
N,1,1,1
N,1,1,1
Y,0,0,0
N,1,3,1
N,2,3,2
N,2,2,2
N,0,1,0
Y,0,0,0
Y,0,0,0
N,2,3,7
N,2,3,2
N,3,3,4
N,3,3,4
N,2,3,3
N,3,2,3
N,3,2,4
N,2,2,3
N,2,2,2
Y,0,0,0
N,3,6,8
N,1,2,0
N,1,2,0
N,1,2,2
N,2,3,4
Y,0,0,0
N,1,1,0
N,1,3,2
N,1,1,1
N,1,3,1
Y,0,0,0
N,1,1,1
N,2,3,3
N,1,3,1
N,1,3,1
N,2,3,2
N,2,3,1
Y,0,0,0
N,1,0,1
N,1,3,1
N,1,3,1
N,2,3,2
N,1,3,1
N,1,3,1
Y,0,0,0
N,27,33,28
N,1,2,1
N,1,3,1
N,7,9,7
N,2,3,6
N,2,4,6
N,3,4,3
N,3,4,3
N,3,4,3
N,1,2,2
N,1,1,2
N,1,0,1
N,1,3,1
N,1,3,1
N,1,3,1
N,1,2,1
N,1,2,1
Y,0,0,0
N,1,6,5
N,5,6,11
N,3,4,3
N,2,4,4
N,1,2,1
N,3,5,5
N,2,3,4
N,8,12,20
Y,0,0,0
N,3,4,4
Y,0,0,0
N,1,3,1
Y,0,0,0
N,1,0,1
N,1,1,1
Y,0,0,0
Y,0,0,0
N,0,3,0
N,2,6,4
N,2,5,4
N,0,5,0
N,1,5,5
N,1,5,5
N,3,5,5
Y,0,0,0
Y,0,0,0
N,0,3,1
N,0,2,0
N,0,2,1
N,0,2,0
N,0,2,0
N,1,2,1
Y,0,0,0
N,0,0,0
N,0,0,0
N,1,1,1
N,0,2,1
N,2,1,1
N,1,2,1
N,3,5,0
Y,0,0,0
N,1,2,1
N,1,1,13
N,2,3,4
N,2,3,2
N,0,1,0
N,0,0,0
N,1,2,1
N,1,2,2
Y,0,0,0
N,2,2,2
N,1,15,0
N,2,2,2
N,2,3,3
N,2,3,3
Y,0,0,0
N,0,0,0
N,1,2,1
N,3,3,3
N,2,2,3
N,2,2,3
N,0,0,2
Y,0,0,0
N,2,4,2
N,2,3,2
N,2,3,2
N,1,3,2
N,1,3,2
N,3,6,6
Y,0,0,0
N,2,3,2
N,2,3,4
Y,0,0,0
Y,0,0,0
N,2,2,2
N,2,2,3
N,2,3,2
N,5,13,8
Y,0,0,0
N,1,1,2
Y,0,0,0
N,2,2,2
N,2,4,6
Y,0,0,0
N,1,1,1
N,1,2,3
Y,0,0,0
N,1,1,1
N,2,3,4
N,3,4,5
N,3,4,5
N,1,2,1
N,2,2,0
N,1,3,1
N,1,1,2
N,2,1,2
N,2,2,2
N,2,2,1
Y,0,0,0
N,2,2,3
Y,0,0,0
Y,0,0,0
N,1,1,1
N,1,0,1
Y,0,0,0
N,1,3,3
N,16,22,17
N,1,1,1
N,2,3,5
N,2,3,5
N,2,3,5
N,1,2,1
N,0,0,0
Y,0,0,0
Y,0,0,0
N,2,2,0
N,1,2,2
N,2,3,2
N,1,1,0
N,2,2,3
N,1,2,2
N,0,1,0
N,1,3,1
N,1,3,1
N,1,3,1
N,2,1,2
N,1,1,2
N,1,2,0
N,2,3,3
N,1,1,1
Y,0,0,0
N,1,2,3
N,3,4,7
N,3,4,7
N,1,2,1
N,1,1,2
N,0,0,0
N,1,1,1
N,1,1,1
Y,0,0,0
N,2,2,2
N,1,2,1
Y,0,0,0
Y,0,0,0
N,4,7,4
N,4,8,4
N,4,7,4
N,5,6,5
N,4,8,6
N,2,2,3
Y,0,0,0
Y,0,0,0
N,1,1,2
N,3,4,2
Y,0,0,0
Y,0,0,0
Y,0,0,0
N,4,3,3
N,2,3,2
N,2,3,2
N,1,1,2
N,1,3,1
N,1,2,1
N,2,1,2
N,2,2,2
N,2,3,2
N,2,2,2
N,1,2,2
N,1,2,1
N,11,9,9
N,1,1,1
N,3,3,7
N,3,4,4
N,1,3,3
N,1,0,1
N,2,2,2
N,1,4,0
N,7,6,10
N,0,2,0
N,2,2,3
N,4,5,4
N,3,3,2
N,2,3,2
N,4,5,4
N,4,5,4
N,4,5,4
N,3,2,3
N,3,3,3
N,4,4,8
N,2,2,2
N,0,0,0
N,4,5,8
N,3,6,6
Y,0,0,0
Y,0,0,0
N,2,4,5
N,2,4,5
N,2,4,4
N,2,4,4
Y,0,0,0
N,1,2,3
N,1,0,1
N,5,6,6
N,1,2,3
N,1,2,3
N,1,2,3
N,0,2,0
N,3,5,6
N,0,0,4
N,2,0,2
N,3,4,3
N,3,4,3
N,3,4,3
N,3,4,5
N,2,2,2
N,2,4,3
N,1,2,1
N,1,1,2
N,3,5,4
N,2,5,4
N,2,5,3
N,2,5,2
N,2,5,2
N,2,5,2
N,2,5,2
N,2,5,2
N,5,14,5
N,1,2,1
N,1,2,2
N,2,2,0
N,8,13,11
N,0,0,1
N,1,1,2
N,3,6,6
Y,0,0,0
N,1,3,2
N,1,2,1
N,1,2,0
N,1,2,1
Y,0,0,0
N,0,1,1
N,1,2,1
N,2,3,3
N,2,2,4
N,1,3,2
N,2,3,5
N,1,3,1
N,1,1,2
N,1,1,2
N,1,1,2
N,1,1,2
N,1,2,2
N,2,3,2
N,3,3,4
N,3,3,4
N,3,3,4
N,2,2,4
N,2,2,4
N,6,4,4
N,2,2,1
N,2,4,4
N,6,6,5
N,2,2,2
N,2,2,4
N,4,4,4
N,2,2,2
N,1,2,1
N,6,7,4
N,2,2,2
N,2,4,4
N,2,2,2
N,6,6,6
N,6,6,6
N,3,4,4
N,4,4,4
N,6,6,12
N,6,9,6
N,1,1,2
N,2,3,4
N,1,1,2
N,3,4,3
N,4,4,4
N,4,7,5
N,6,8,9
N,9,9,12
N,3,3,3
N,3,4,4
N,2,6,4
N,9,10,8
N,3,3,4
N,0,2,1
N,2,4,4
N,1,1,2
N,2,1,2
N,1,3,2
N,1,2,3
N,2,3,3
N,2,3,5
N,4,6,10
N,2,3,3
N,2,3,2
N,2,4,3
N,2,3,2
N,64,49,33
N,6,5,11
N,2,2,3
N,3,2,1
N,1,2,2
N,112,49,54
N,22,9,9
N,54,24,32
N,3,3,3
N,4,4,3
N,4,5,4
N,7,4,2
N,4,1,2
N,12,0,4
N,4,2,2
N,0,9,0
N,37,69,60
N,13,17,14
N,16,48,40
N,1,1,2
N,14,14,8
N,27,42,0
N,25,35,2
N,57,111,36
N,4,5,7
N,14,19,14
N,4,14,8
N,6,4,6
N,0,0,0
N,5,9,5
N,15,20,35
N,31,69,63
N,5,6,12
N,5,7,6
N,13,14,12
N,8,11,10
N,24,27,25
N,26,42,36
N,10,11,0
N,2,2,2
N,10,11,12
N,14,18,14
N,8,9,8
N,37,58,37
N,13,22,12
N,11,10,16
N,15,20,18
N,1,1,2
N,16,23,18
N,17,23,17
N,12,14,13
N,12,15,12
N,5,8,4
N,19,23,22
N,10,17,16
N,6,9,6
N,0,0,40
N,14,18,16
N,5,7,7
N,6,6,2
N,31,47,39
N,73,85,54
N,4,7,8
N,3,3,3
N,21,37,45
N,9,6,6
N,34,48,47
N,6,16,10
N,5,5,5
N,32,54,66
N,5,5,7
N,1,0,0
N,12,10,18
N,0,0,0
N,0,0,0
N,17,42,26
N,6,7,9
N,2,2,4
N,7,8,6
N,10,9,4
N,37,31,20
N,35,50,51
N,4,11,8
N,6,7,11
N,7,5,7
N,1,3,3
N,18,48,42
N,45,76,6
N,9,11,11
N,28,42,18
N,65,81,86
N,2,2,2
N,3,0,3
N,10,13,16
N,6,8,3
N,6,9,6
N,5,8,12
N,8,9,91
N,6,9,6
N,6,6,4
N,4,3,2
N,3,4,5
N,4,4,4
N,2,2,2
N,8,10,8
N,17,20,15
N,7,9,90
N,2,3,2
N,17,41,26
N,13,19,15
N,2,4,3
N,15,15,12
N,6,7,94
N,9,6,9
N,5,10,8
N,12,18,16
N,3,3,3
N,6,6,10
N,27,53,74
N,31,43,36
N,37,56,41
N,12,20,0
N,2,2,4
N,11,16,19
N,2,1,2
N,30,37,46
N,2,3,5
N,6,6,8
N,7,6,10
N,47,60,9
N,21,31,0
N,31,42,25
N,5,2,5
N,0,0,0
N,3,2,1
N,10,10,5
N,3,3,2
N,6,6,5
N,4,4,1
N,5,5,4
N,3,3,2
N,26,39,43
N,14,16,16
N,36,83,66
N,2,1,3
N,24,54,31
N,1,2,1
N,7,8,11
N,3,4,2
N,2,3,3
N,10,10,4
N,0,0,0
N,7,13,8
N,19,44,30
N,4,3,7
N,13,19,20
N,44,52,55
N,17,30,30
N,19,29,15
N,25,88,62
N,30,48,46
N,6,8,72
N,28,38,26
N,20,26,23
N,17,59,46
N,10,0,14
N,3,6,7
N,3,3,4
N,25,23,28
N,3,3,4
N,14,21,13
N,5,5,5
N,36,49,36
N,2,3,4
N,2,3,3
N,2,4,57
N,2,3,37
N,39,61,3
N,2,4,1
N,6,8,7
N,8,12,8
N,12,18,16
N,1,2,2
N,0,1,0
N,22,27,18
N,4,3,8
N,2,3,1
N,3,3,5
N,5,12,10
N,5,6,5
N,2,2,2
N,2,3,0
N,37,55,89
N,6,9,6
N,4,5,10
N,25,39,79
N,1,1,2
N,3,4,3
N,4,8,6
N,4,11,6
N,4,6,6
N,15,46,35
N,29,52,34
N,36,55,43
N,0,0,0
N,1,0,1
N,0,0,0
N,1,2,2
N,25,46,57
N,4,5,4
N,4,7,6
N,4,4,5
N,4,8,4
N,5,6,10
N,1,1,1
N,7,6,9
N,21,33,27
N,6,12,6
N,4,12,8
N,4,6,5
N,1,1,1
N,3,3,2
N,12,16,22
N,24,13,36
N,0,0,0
N,13,10,13
N,4,3,4
N,2,2,2
N,14,19,47
N,3,4,3
N,8,14,22
N,5,5,9
N,13,23,24
N,4,10,6
N,0,0,0
N,2,4,5
N,5,7,6
N,1,2,2
N,0,1,0
N,20,24,27
N,8,16,16
N,4,4,4
N,2,2,2
N,3,5,4
N,7,8,8
N,1,2,2
N,3,7,4
N,5,8,7
N,10,13,12
N,2,3,2
N,2,1,3
N,5,8,8
N,8,13,20
N,8,13,20
N,3,0,4
N,3,7,4
N,2,4,3
N,4,8,4
N,4,8,8
N,4,4,6
N,6,11,9
N,7,12,11
N,1,1,2
N,15,21,21
N,0,0,0
N,5,4,5
N,18,15,18
N,1,1,2
N,1,1,0
N,0,0,0
N,4,8,7
N,21,47,42
N,3,11,5
N,11,14,12
N,2,1,3
N,5,8,10
N,6,7,2
N,4,6,6
N,2,5,1
N,3,8,4
N,1,3,1
N,6,8,7
N,5,5,7
N,16,24,22
N,0,0,0
N,2,2,2
N,0,0,0
N,7,11,12
N,336,434,428
N,94,109,144
N,8,16,8
N,29,30,39
N,2,3,4
N,3,3,6
N,1,1,2
N,9,14,11
N,4,5,3
N,2,2,2
N,1,1,2
N,1,3,2
N,2,3,5
N,3,4,7
N,1,3,2
N,1,3,3
N,4,4,4
N,1,3,4
N,2,3,5
N,0,0,0
N,3,5,7
N,2,3,2
N,4,5,8
N,2,5,7
N,3,3,5
N,2,5,5
N,3,40,9
N,3,4,3
N,4,5,5
N,1,2,2
N,2,1,2
N,2,1,2
N,0,0,0
N,0,0,0
N,0,1,1
N,0,1,1
N,64,68,43
N,70,83,89
N,16,16,16
N,15,16,22
N,14,21,14
N,1,1,1
N,1,1,1
N,107,158,6
N,3,0,2
Y,2,2,0
N,65,140,3
N,47,83,6
N,2,3,1
N,2,3,2
N,6,9,12
N,2,3,3
N,4,8,12
N,6,8,14
N,3,4,9
N,35,59,55
N,1,1,0
N,28,88,56
N,13,13,20
N,1,2,2
N,20,20,20
N,21,36,18
N,34,64,32
N,4,15,7
N,8,11,23
N,3,1,0
N,6,8,8
N,1,1,1
N,10,10,10
N,1,1,1
N,1,2,2
N,42,75,84
N,26,66,48
N,70,112,4
N,28,46,4
N,3,4,7
N,1,2,1
N,2,2,1
N,3,4,1
N,1,3,1
N,6,10,18
N,2,3,2
N,43,70,73
N,46,64,47
N,41,49,42
N,9,9,20
N,43,53,65
N,18,23,33
N,20,39,13
N,9,14,8
N,43,47,72
N,31,36,53
N,24,78,57
N,48,64,51
N,8,11,18
N,17,35,44
N,1,1,1
N,1,2,2
N,4,9,7
N,12,13,11
N,3,6,5
N,3,6,5
N,3,6,5
N,3,6,5
N,174,543,191
N,42,54,45
N,6,8,8
N,4,11,13
N,8,9,120
N,37,36,104
N,121,132,122
N,2,3,3
N,4,7,12
N,44,70,55
N,9,11,13
N,20,25,35
N,93,128,56
N,10,15,16
N,14,28,107
N,85,140,4
N,29,52,0
N,1,1,1
N,2,2,1
Y,1,1,0
N,29,29,19
N,1,1,1
N,30,51,49
N,1,2,1
N,12,8,14
N,33,86,72
N,19,27,22
N,37,47,50
N,2,2,2
N,10,15,15
N,8,15,38
N,40,70,55
N,27,48,52
N,17,23,27
Y,2,2,0
N,17,42,28
N,2,1,2
N,33,80,61
N,1,1,0
N,18,30,53
N,25,24,23
N,8,8,8
N,15,16,16
N,17,27,33
N,15,39,22
N,1,2,3
N,11,19,11
N,23,46,50
N,18,36,37
N,16,32,32
N,2,3,2
N,9,15,8
N,26,47,49
N,28,45,72
N,3,2,3
N,2,2,0
N,1,1,0
N,2,2,1
N,2,4,1
N,1,2,1
N,5,5,4
N,2,2,3
N,4,10,15
N,4,5,3
N,6,18,11
N,3,3,0
N,2,4,2
N,12,23,25
N,2,2,2
N,26,34,62
N,1,3,1
N,23,39,36
N,1,1,1
N,2,1,1
N,2,2,2
Y,1,2,0
N,1,2,2
N,1,2,2
N,1,1,1
N,2,2,4
N,3,4,5
N,1,2,2
N,3,2,5
N,1,1,1
N,0,0,0
N,21,52,43
N,25,45,51
N,1,2,0
N,4,4,4
N,2,1,0
N,1,2,2
N,1,1,1
N,1,1,0
N,1,1,1
N,0,1,0
N,1,2,1
N,15,11,36
N,10,10,10
N,4,5,10
N,3,6,1
N,12,15,13
N,12,36,24
N,14,14,14
N,12,27,39
N,12,18,11
N,11,10,10
N,6,10,12
N,1,2,1
N,5,8,15
N,36,49,86
N,1,1,2
N,46,47,31
N,66,65,44
N,8,10,11
N,32,48,32
N,3,4,0
N,1,2,1
N,2,2,4
N,1,2,0
N,12,20,12
N,13,13,13
N,4,4,6
N,1,2,1
N,12,18,12
N,36,69,60
N,21,39,44
N,24,47,28
N,3,3,0
N,3,5,0
N,8,7,8
N,0,0,0
N,8,8,8
N,3,1,2
N,23,32,3
N,35,59,64
N,2,2,5
N,18,23,40
N,40,48,41
N,15,26,19
N,2,1,8
N,4,6,9
N,3,3,8
N,131,202,245
N,14,25,14
N,13,12,11
N,2,2,5
N,1,1,1
N,2,5,2
N,2,1,2
N,2,2,5
N,27,39,45
N,19,30,13
N,3,5,7
N,3,4,4
N,3,5,6
Y,1,1,0
N,1,1,1
N,21,39,32
N,2,2,0
N,21,36,42
N,0,0,0
N,5,0,10
N,13,13,15
N,3,2,4
N,2,2,0
N,2,1,3
N,38,47,62
N,24,47,60
N,25,61,59
N,1,3,2
N,4,7,11
N,2,2,2
N,15,45,26
N,6,13,49
N,1,2,1
N,1,1,1
N,1,2,2
N,34,15,21
N,1,1,1
N,17,17,16
N,16,16,16
N,19,36,28
N,2,2,5
N,1,2,3
N,2,2,0
N,5,5,11
N,1,0,1
N,3,4,8
N,1,1,1
N,12,12,12
N,50,91,42
N,33,49,2
N,39,51,5
N,3,2,5
N,33,81,57
N,12,18,24
N,12,11,8
N,23,58,54
N,14,20,14
N,7,14,13
N,17,24,34
N,1,2,3
N,2,1,1
N,21,30,19
N,85,79,97
N,36,64,83
N,27,27,17
N,5,15,10
N,14,20,14
N,1,0,0
N,5,6,2
N,0,0,0
N,24,37,2
N,34,51,50
N,7,7,12
N,17,73,32
N,10,6,10
N,1,3,3
N,2,2,0
N,1,2,2
N,1,2,1
N,1,1,1
N,3,2,5
N,2,1,0
N,1,2,0
N,22,39,51
N,2,2,2
N,15,26,30
N,7,9,9
N,15,23,24
N,14,15,19
N,13,16,15
N,6,7,6
N,10,15,10
N,4,4,4
N,52,68,84
N,4,4,4
N,2,2,1
N,34,49,48
N,3,0,3
N,1,1,0
N,3,3,0
N,1,2,1
N,18,23,27
Y,1,1,0
N,3,0,7
N,1,2,1
N,2,2,2
N,12,14,11
N,12,18,6
N,9,14,5
N,1,1,1
N,8,16,7
N,10,17,9
N,15,24,15
N,3,2,6
N,7,10,17
Y,2,2,0
N,2,3,3
Y,1,2,0
N,15,23,16
N,2,2,0
N,4,4,5
N,2,2,1
N,1,1,0
N,0,1,1
N,1,2,1
N,1,1,0
N,6,2,6
N,2,2,5
N,24,38,53
N,1,2,0
N,28,74,53
N,1,1,1
N,10,12,8
N,11,11,22
N,5,5,8
N,2,2,2
N,2,2,3
N,3,4,4
N,2,3,5
N,2,4,3
N,2,2,2
N,3,2,3
N,2,2,2
N,2,3,2
N,2,2,2
N,2,2,2
N,2,4,3
N,3,3,4
N,1,1,2
N,2,4,4
N,2,2,2
N,2,3,3
N,1,2,3
N,3,4,5
N,2,4,8
N,4,9,6
N,1,3,2
N,3,12,7
N,2,3,4
N,1,2,1
N,2,3,5
N,2,2,2
N,1,3,1
N,2,2,3
N,2,2,3
N,1,3,1
N,2,3,5
N,3,2,6
N,2,3,6
N,2,2,6
N,2,3,2
N,1,3,4
N,1,2,1
N,1,2,1
N,1,2,2
N,2,4,4
N,2,3,3
N,2,2,3
N,2,2,3
N,2,3,2
N,2,3,3
N,2,2,4
N,2,3,2
N,3,3,3
N,2,2,3
N,2,4,6
N,3,1,2
N,1,2,2
N,1,1,3
N,4,8,6
N,3,3,3
N,2,3,8
N,3,2,6
N,1,1,2
N,1,1,1
N,4,3,5
N,1,1,2
N,1,2,3
N,1,2,2
N,1,2,2
N,1,2,2
N,2,3,3
N,2,2,3
N,16,17,8
N,2,1,2
N,2,1,2
N,5,7,9
N,1,4,3
N,1,1,1
N,2,1,1
N,1,1,2
N,1,1,2
N,2,2,2
N,1,2,2
N,2,2,2
N,1,2,0
N,1,2,3
N,1,2,2
N,1,2,2
N,1,2,2
N,1,2,1
N,3,1,1
N,0,0,0
N,1,2,2
N,1,2,0
N,2,2,2
N,1,1,2
N,1,1,1
N,3,4,6
N,1,2,2
N,2,2,2
N,2,3,2
N,11,9,22
N,2,2,2
N,2,1,2
N,3,4,5
N,2,2,2
N,2,2,2
N,2,2,2
N,3,7,4
N,2,3,2
N,2,1,2
N,0,2,1
N,1,1,3
N,2,0,2
N,2,6,2
N,2,2,2
N,3,2,2
N,2,1,2
N,2,2,2
N,1,2,2
N,1,2,1
N,2,2,2
N,2,2,3
N,2,1,2
N,1,3,2
N,1,1,2
N,3,2,2
N,2,3,3
N,2,5,2
N,2,4,2
N,2,2,5
Y,1,2,0
N,1,3,1
N,1,1,1
Y,1,1,0
Y,1,1,0
N,4,5,3
N,1,1,1
N,47,63,82
N,34,47,57
N,12,7,11
N,34,54,37
N,43,55,42
N,54,94,44
N,47,59,51
N,9,13,14
N,21,15,26
N,37,43,38
N,5,6,6
N,3,5,4
N,5,3,4
N,5,3,4
N,5,3,4
N,5,3,4
N,2,3,4
N,5,3,4
N,5,3,4
N,5,3,4
N,5,3,4
N,9,13,14
N,2,3,1
N,2,4,3
N,6,7,10
N,2,3,4
N,2,3,4
N,2,2,1
N,3,4,2
N,2,2,1
N,2,4,2
N,2,3,4
N,1,1,1
N,36,36,23
N,1,2,1
N,3,5,4
N,1,5,1
N,2,2,2
N,3,5,2
Y,0,0,1
Y,0,0,1
N,2,1,1
N,2,3,1
N,2,2,1
N,451,902,661
N,2,1,3
N,103,156,194
N,2,2,2
N,1,1,1
N,1,2,2
N,3,3,2
N,2,2,2
N,1,2,2
N,2,2,2
N,1,2,2
N,1,2,1
N,1,1,1
N,2,2,3
N,2,2,2
N,1,1,1
N,1,2,2
N,1,2,1
N,3,3,3
N,2,3,2
Y,1,2,1
N,2,2,3
N,1,2,2
N,2,2,2
N,1,2,2
N,2,2,2
N,1,2,1
N,0,2,1
N,1,1,1
N,0,2,0
N,3,3,3
N,4,6,4
N,2,3,2
N,1,1,1
N,3,2,6
N,3,3,6
N,2,3,2
N,2,2,2
N,1,2,1
N,2,3,3
N,2,2,3
N,1,1,1
N,1,1,1
N,1,1,1
N,2,1,1
N,1,1,1
N,1,2,1
N,1,1,2
N,1,1,1
Y,1,2,0
N,1,1,1
Y,1,2,0
N,1,2,1
Y,2,1,0
N,1,2,1
N,1,1,1
N,2,2,1
N,1,1,2
N,1,1,1
N,1,2,1
N,1,1,2
N,2,1,2
N,1,2,1
N,1,1,1
N,1,1,1
N,1,1,1
N,1,2,1
N,1,2,1
N,2,1,2
N,2,1,0
N,1,1,1
N,1,2,1
N,1,3,2
N,2,3,1
N,2,2,2
N,1,2,1
N,2,4,6
N,1,1,1
N,2,2,3
N,2,3,3
N,2,3,3
N,3,3,4
N,0,0,0
N,0,0,0
N,32,48,48
N,48,23,73
N,4,4,5
N,166,249,467
N,5,5,6
N,2,2,4
N,2,2,3
N,3,4,3
N,2,3,3
N,10,20,12
N,6,8,8
N,6,9,7
N,2,3,3
N,16,24,24
N,11,12,15
N,3,3,3
N,6,6,18
N,1,3,4
N,2,3,3
N,2,2,2
N,3,3,3
N,2,3,6
N,4,9,12
N,4,5,9
N,3,5,8
N,4,7,11
N,4,5,9
N,2,4,5
N,3,4,6
N,17,17,15
N,3,3,3
N,5,1,5
N,6,6,6
N,4,4,4
N,3,1,4
N,2,2,3
N,8,9,9
N,8,12,24
N,2,3,6
N,6,7,3
Y,1,0,0
N,2,2,1
N,6,6,5
N,1,2,1
N,7,9,14
N,9,14,9
